,id,specialty,procedure_code
153315,9420,Pathology,88177
116012,7121,Unknown,11042
247088,15191,Diagnostic Radiology,76870
247098,15191,Diagnostic Radiology,A9579
247100,15192,Cardiology,76932
247110,15192,Cardiology,93352
247111,15192,Cardiology,93451
247112,15192,Cardiology,93505
378182,23267,Nephrology,35476
378185,23267,Nephrology,36148
509255,31216,Cardiology,82040
509256,31216,Cardiology,82247
378189,23267,Nephrology,36870
378190,23267,Nephrology,37238
509257,31216,Cardiology,82306
509259,31216,Cardiology,83735
509260,31216,Cardiology,83880
509261,31216,Cardiology,84075
116051,7123,Cardiology,33282
509262,31216,Cardiology,84155
509265,31216,Cardiology,84450
509266,31216,Cardiology,84460
378199,23267,Nephrology,90935
378201,23267,Nephrology,90960
378202,23267,Nephrology,90961
378203,23267,Nephrology,90966
378204,23267,Nephrology,90970
335688,20668,Unknown,J0641
116068,7123,Cardiology,93650
247142,15194,Orthopedic Surgery,27006
247144,15194,Orthopedic Surgery,29863
335689,20668,Unknown,J0885
335690,20668,Unknown,J0897
378221,23268,Unknown,90935
378223,23268,Unknown,90960
378224,23268,Unknown,90961
378225,23268,Unknown,90966
378226,23268,Unknown,90970
116083,7125,Unknown,92585
247155,15194,Orthopedic Surgery,J7325
116085,7125,Unknown,95816
116087,7125,Unknown,95912
116088,7125,Unknown,95913
116089,7125,Unknown,95925
116090,7125,Unknown,95926
378235,23268,Unknown,J0885
116092,7125,Unknown,96118
116093,7125,Unknown,96119
509307,31216,Cardiology,G0103
509311,31217,Unknown,76000
335694,20668,Unknown,J1750
473525,29116,Unknown,Q9957
247172,15195,Cardiology,Q2036
335695,20668,Unknown,J2060
116103,7127,Otolaryngology,30140
116104,7127,Otolaryngology,30520
116105,7127,Otolaryngology,31231
116106,7127,Otolaryngology,31237
116107,7127,Otolaryngology,31256
116108,7127,Otolaryngology,31575
116109,7127,Otolaryngology,31579
335696,20668,Unknown,J2150
116111,7127,Otolaryngology,92526
116112,7127,Otolaryngology,92540
116113,7127,Otolaryngology,92543
116114,7127,Otolaryngology,92557
116115,7127,Otolaryngology,92567
116116,7127,Otolaryngology,92610
116117,7127,Otolaryngology,92612
335698,20668,Unknown,J2469
378264,23270,Unknown,93979
335699,20668,Unknown,J2505
116123,7128,Pulmonary Disease,31623
509339,31219,Cardiology,76376
116129,7128,Pulmonary Disease,94664
116130,7128,Pulmonary Disease,94726
116131,7128,Pulmonary Disease,94727
247201,15196,Cardiology,J1245
335703,20668,Unknown,J3489
509359,31221,Cardiology,92920
509361,31221,Cardiology,92937
116146,7129,Unknown,00400
116149,7129,Unknown,00912
116150,7129,Unknown,01992
335705,20668,Unknown,J7040
335706,20668,Unknown,J9045
378302,23272,Cardiology,93451
335707,20668,Unknown,J9060
247247,15197,Cardiology,A9555
378319,23273,Hematology,38221
378320,23273,Hematology,85060
247250,15197,Cardiology,G0437
116179,7132,Cardiology,75574
247252,15197,Cardiology,J1245
378321,23273,Hematology,85097
378323,23273,Hematology,88313
247258,15198,Cardiology,92933
378336,23273,Hematology,G0364
378337,23273,Hematology,J0885
378338,23273,Hematology,J1200
378339,23273,Hematology,J2469
378340,23273,Hematology,J9310
378341,23274,General Surgery,36561
283611,17437,Unknown,87086
509410,31222,Family Practice,Q2035
509411,31223,Cardiology,36471
509412,31223,Cardiology,36478
283612,17437,Unknown,87186
509424,31223,Cardiology,93229
116209,7133,Orthopedic Surgery,73520
247282,15199,Nephrology,90935
247283,15199,Nephrology,90960
247284,15199,Nephrology,90961
247285,15199,Nephrology,90962
116215,7134,Cardiology,93451
378364,23276,Orthopedic Surgery,27130
247293,15200,Thoracic Surgery,33405
247294,15200,Thoracic Surgery,33430
247295,15200,Thoracic Surgery,33517
247296,15200,Thoracic Surgery,33518
247297,15200,Thoracic Surgery,33519
378369,23276,Orthopedic Surgery,73565
247299,15200,Thoracic Surgery,36830
473530,29117,Cardiology,82248
509445,31223,Cardiology,A9555
509446,31223,Cardiology,J0151
378376,23277,Diagnostic Radiology,32405
116234,7136,Endocrinology,80076
116236,7136,Endocrinology,81050
116237,7136,Endocrinology,82024
116238,7136,Endocrinology,82040
116240,7136,Endocrinology,82088
116241,7136,Endocrinology,82157
116242,7136,Endocrinology,82306
116243,7136,Endocrinology,82308
116244,7136,Endocrinology,82310
116245,7136,Endocrinology,82340
116246,7136,Endocrinology,82465
116247,7136,Endocrinology,82533
116248,7136,Endocrinology,82550
247315,15203,Vascular Surgery,35301
116250,7136,Endocrinology,82575
116251,7136,Endocrinology,82607
116252,7136,Endocrinology,82627
116253,7136,Endocrinology,82728
116254,7136,Endocrinology,82746
116255,7136,Endocrinology,82784
378391,23277,Diagnostic Radiology,73090
116257,7136,Endocrinology,82962
116258,7136,Endocrinology,82985
116259,7136,Endocrinology,83001
116260,7136,Endocrinology,83002
116261,7136,Endocrinology,83003
378404,23277,Diagnostic Radiology,74230
116263,7136,Endocrinology,83525
247336,15204,Unknown,95004
116265,7136,Endocrinology,83550
116266,7136,Endocrinology,83718
116267,7136,Endocrinology,83721
116268,7136,Endocrinology,83735
116269,7136,Endocrinology,83937
116270,7136,Endocrinology,83970
116271,7136,Endocrinology,84075
247337,15204,Unknown,95024
116273,7136,Endocrinology,84132
116274,7136,Endocrinology,84146
116275,7136,Endocrinology,84155
116276,7136,Endocrinology,84270
116277,7136,Endocrinology,84305
116278,7136,Endocrinology,84402
116279,7136,Endocrinology,84403
116280,7136,Endocrinology,84432
247348,15206,Nephrology,90960
247349,15206,Nephrology,90961
116283,7136,Endocrinology,84478
116284,7136,Endocrinology,84481
116285,7136,Endocrinology,84550
116286,7136,Endocrinology,84681
247350,15206,Nephrology,90962
116288,7136,Endocrinology,85651
116289,7136,Endocrinology,86376
116290,7136,Endocrinology,86800
378433,23279,Nephrology,90935
378434,23279,Nephrology,90960
378435,23279,Nephrology,90961
509513,31227,Cardiology,82306
205476,12577,Neurology,95819
509515,31227,Cardiology,83880
378445,23279,Nephrology,J0881
378446,23280,Ophthalmology,66821
509517,31227,Cardiology,84520
116304,7136,Endocrinology,99354
509521,31227,Cardiology,85730
116306,7136,Endocrinology,Q2036
116309,7137,Family Practice,82270
116310,7137,Family Practice,90703
378455,23280,Ophthalmology,92136
378456,23280,Ophthalmology,92225
116319,7137,Family Practice,G0403
247393,15207,Cardiology,J1885
247397,15208,Unknown,20550
247399,15208,Unknown,20605
378471,23281,Endocrinology,J0897
247401,15208,Unknown,27786
247402,15208,Unknown,28270
247403,15208,Unknown,28285
247404,15208,Unknown,28470
247405,15208,Unknown,29405
378475,23282,Family Practice,G0444
116335,7139,Unknown,94640
247413,15208,Unknown,76000
247415,15208,Unknown,97035
247416,15208,Unknown,97110
247417,15208,Unknown,97112
247418,15208,Unknown,97140
378490,23283,Cardiology,93451
509562,31228,Ophthalmology,14060
509563,31228,Ophthalmology,15260
509564,31228,Ophthalmology,15732
509565,31228,Ophthalmology,15823
247424,15208,Unknown,G0281
247425,15208,Unknown,G0283
509566,31228,Ophthalmology,15823
116355,7139,Unknown,J0897
247427,15208,Unknown,Q4038
116357,7139,Unknown,J7620
116358,7140,Psychiatry,90792
247428,15209,Cardiology,0298T
509567,31228,Ophthalmology,37609
509568,31228,Ophthalmology,64612
509569,31228,Ophthalmology,67810
509570,31228,Ophthalmology,67900
509571,31228,Ophthalmology,67904
509572,31228,Ophthalmology,67917
509573,31228,Ophthalmology,67924
509574,31228,Ophthalmology,67973
509575,31228,Ophthalmology,67975
247441,15209,Cardiology,93286
247442,15209,Cardiology,93287
378515,23284,Internal Medicine,99318
509582,31228,Ophthalmology,92285
247445,15209,Cardiology,93621
378518,23284,Internal Medicine,99345
247447,15209,Cardiology,93653
509586,31228,Ophthalmology,J0588
378523,23284,Internal Medicine,G0182
509596,31230,Unknown,36475
509597,31230,Unknown,75574
116383,7143,Pathology,88172
116384,7143,Pathology,88173
116391,7143,Pathology,88311
116392,7143,Pathology,88312
116393,7143,Pathology,88313
247466,15210,Unknown,99496
116396,7143,Pathology,88360
116398,7143,Pathology,G0462
247471,15211,Psychiatry,90791
247472,15211,Psychiatry,90833
116401,7145,Unknown,12032
247473,15211,Psychiatry,90834
116403,7145,Unknown,47563
378544,23285,Unknown,93979
116405,7145,Unknown,49435
570219,34922,Cardiology,95811
116407,7145,Unknown,77001
116425,7146,Unknown,92933
509642,31230,Unknown,J7040
247502,15214,Unknown,93352
509648,31231,Internal Medicine,80162
509650,31231,Internal Medicine,82607
509651,31231,Internal Medicine,82746
116439,7146,Unknown,93463
116450,7146,Unknown,G0278
509673,31231,Internal Medicine,Q2036
509674,31232,Unknown,20931
509675,31232,Unknown,20937
509676,31232,Unknown,22551
509677,31232,Unknown,22552
509678,31232,Unknown,22633
509679,31232,Unknown,22634
509680,31232,Unknown,22842
509681,31232,Unknown,22845
509682,31232,Unknown,22851
509683,31232,Unknown,38220
509684,31232,Unknown,63030
378619,23289,Cardiology,0296T
378620,23289,Cardiology,0298T
247553,15217,Diagnostic Radiology,73520
116485,7149,Otolaryngology,31231
116486,7149,Otolaryngology,31238
116487,7149,Otolaryngology,31575
492081,30170,Orthopedic Surgery,22558
570236,34923,Preventive Medicine,94640
492082,30170,Orthopedic Surgery,22585
247565,15217,Diagnostic Radiology,76376
378641,23290,Cardiology,80076
247570,15217,Diagnostic Radiology,78815
492083,30170,Orthopedic Surgery,22612
116504,7152,Cardiology,75574
116507,7153,Unknown,90836
116508,7153,Unknown,90838
492085,30170,Orthopedic Surgery,22842
509734,31235,Orthopedic Surgery,22612
116520,7154,Cardiology,83735
116521,7154,Cardiology,83880
509742,31235,Orthopedic Surgery,97110
509743,31235,Orthopedic Surgery,97140
509744,31235,Orthopedic Surgery,97535
570244,34923,Preventive Medicine,G0434
509750,31236,Obstetrics/Gynecology,82270
570247,34924,Cardiology,0295T
247619,15220,Unknown,27096
247626,15220,Unknown,64615
247633,15220,Unknown,G0434
247634,15220,Unknown,J0585
439995,27001,Unknown,11406
509795,31238,Cardiology,99235
509798,31238,Cardiology,Q9957
509801,31240,Obstetrics/Gynecology,87210
378731,23294,Orthopedic Surgery,20550
378733,23294,Orthopedic Surgery,23600
378734,23294,Orthopedic Surgery,29824
378736,23294,Orthopedic Surgery,29827
116593,7156,Unknown,01996
116598,7157,Unknown,73010
116602,7157,Unknown,73520
247675,15223,Cardiology,36252
116605,7157,Unknown,73565
116613,7157,Unknown,J7324
116614,7157,Unknown,J7325
116615,7158,Unknown,90792
378766,23295,Cardiology,93292
116640,7159,Cardiology,Q2036
509856,31245,Cardiology,92937
247716,15226,Unknown,95910
378789,23296,Unknown,31624
116651,7161,Urology,51700
116652,7161,Urology,51701
116653,7161,Urology,51703
247725,15227,Unknown,77334
378799,23297,Unknown,00104
116656,7161,Urology,52214
116657,7161,Urology,52310
116658,7161,Urology,52601
116659,7161,Urology,55700
116661,7161,Urology,76872
116664,7161,Urology,84153
116665,7161,Urology,84154
116666,7161,Urology,96402
440013,27001,Unknown,13151
440014,27001,Unknown,13152
509887,31246,Pathology,85060
440015,27001,Unknown,14060
116675,7161,Urology,G0103
116676,7161,Urology,J9217
247748,15230,Internal Medicine,87880
116678,7162,Urology,52332
378820,23299,General Surgery,19125
378821,23299,General Surgery,19307
378822,23299,General Surgery,47562
247754,15230,Internal Medicine,95251
247755,15230,Internal Medicine,96103
440016,27001,Unknown,15004
440017,27001,Unknown,20550
509893,31246,Pathology,88173
509899,31246,Pathology,88311
509900,31246,Pathology,88312
247761,15230,Internal Medicine,99496
509901,31246,Pathology,88313
509902,31246,Pathology,88313
509903,31246,Pathology,G0416
247765,15230,Internal Medicine,J0696
509906,31246,Pathology,G0462
509907,31246,Pathology,G0462
116697,7163,Cardiology,93352
247777,15232,Diagnostic Radiology,70480
378856,23300,Diagnostic Radiology,73060
247785,15232,Diagnostic Radiology,70543
378858,23300,Diagnostic Radiology,73090
509933,31249,Psychiatry,90792
116720,7165,Unknown,94726
378866,23300,Diagnostic Radiology,73520
378884,23300,Diagnostic Radiology,74230
509958,31252,Orthopedic Surgery,13160
509959,31252,Orthopedic Surgery,15777
378889,23300,Diagnostic Radiology,78227
378890,23300,Diagnostic Radiology,78582
509962,31252,Orthopedic Surgery,20985
509963,31252,Orthopedic Surgery,23130
509964,31252,Orthopedic Surgery,23412
509965,31252,Orthopedic Surgery,27130
509967,31252,Orthopedic Surgery,27570
378896,23301,Otolaryngology,30901
378897,23301,Otolaryngology,31575
509968,31252,Orthopedic Surgery,29880
116755,7168,Gastroenterology,45382
378899,23301,Otolaryngology,69433
247829,15232,Diagnostic Radiology,A9585
378900,23301,Otolaryngology,70220
378901,23301,Otolaryngology,92504
378902,23301,Otolaryngology,92511
378903,23301,Otolaryngology,92553
378904,23301,Otolaryngology,92557
116763,7168,Gastroenterology,G0121
378905,23301,Otolaryngology,92567
247837,15233,Family Practice,94640
378911,23301,Otolaryngology,G0268
247844,15233,Family Practice,J1885
509988,31252,Orthopedic Surgery,G0289
509990,31252,Orthopedic Surgery,J7321
116775,7169,Unknown,85014
509991,31252,Orthopedic Surgery,J7324
116778,7169,Unknown,92933
116779,7169,Unknown,92937
378932,23302,Cardiology,93660
510004,31254,Cardiology,84450
510005,31254,Cardiology,84460
247863,15235,Unknown,95909
247864,15235,Unknown,95910
247865,15235,Unknown,95911
247866,15235,Unknown,95912
247867,15235,Unknown,95913
378947,23303,Unknown,64616
378948,23303,Unknown,95819
378949,23303,Unknown,95819
378950,23303,Unknown,95874
510022,31255,Cardiac Electrophysiology,33225
378952,23303,Unknown,95913
378958,23303,Unknown,J0585
378959,23304,Hand Surgery,20550
378960,23304,Hand Surgery,64721
510035,31255,Cardiac Electrophysiology,93286
378964,23305,Pulmonary Disease,31500
378965,23305,Pulmonary Disease,31624
510036,31255,Cardiac Electrophysiology,93287
378969,23305,Pulmonary Disease,94726
510042,31255,Cardiac Electrophysiology,93613
247899,15236,Cardiology,J0151
510043,31255,Cardiac Electrophysiology,93623
510044,31255,Cardiac Electrophysiology,93653
116830,7171,Dermatology,11403
116831,7171,Dermatology,11404
116833,7171,Dermatology,13101
116835,7171,Dermatology,13132
116836,7171,Dermatology,14020
116837,7171,Dermatology,14040
116838,7171,Dermatology,14041
116839,7171,Dermatology,14060
116840,7171,Dermatology,14061
378984,23306,Cardiology,33282
378987,23306,Cardiology,76000
116845,7171,Dermatology,17311
116846,7171,Dermatology,17312
116847,7171,Dermatology,17313
247920,15238,Cardiology,93790
116850,7171,Dermatology,88312
518205,31761,Cardiology,36252
510069,31258,Unknown,58571
116860,7171,Dermatology,G0462
116861,7172,Pathology,84165
116862,7172,Pathology,84166
116863,7172,Pathology,86334
116864,7172,Pathology,86335
247932,15238,Cardiology,J1245
116866,7172,Pathology,88141
116867,7172,Pathology,88172
116868,7172,Pathology,88173
518207,31761,Cardiology,78473
116875,7172,Pathology,88311
116876,7172,Pathology,88312
116877,7172,Pathology,88313
247947,15239,Orthopedic Surgery,J7325
510093,31261,Unknown,93613
116880,7172,Pathology,88361
116881,7172,Pathology,88363
116883,7172,Pathology,G0462
247959,15240,Geriatric Medicine,99318
247960,15240,Geriatric Medicine,99356
379041,23308,Physical Medicine and Rehabilitation,95909
379042,23308,Physical Medicine and Rehabilitation,95910
379043,23308,Physical Medicine and Rehabilitation,95911
379044,23308,Physical Medicine and Rehabilitation,95912
379045,23308,Physical Medicine and Rehabilitation,95912
247974,15241,Cardiology,95943
510113,31263,Unknown,99356
379048,23308,Physical Medicine and Rehabilitation,G0431
379049,23309,Ophthalmology,65756
379050,23309,Ophthalmology,66821
510121,31264,Unknown,82550
510123,31264,Unknown,82728
379054,23309,Ophthalmology,67820
510126,31264,Unknown,83550
510127,31264,Unknown,84153
247985,15242,Ophthalmology,15823
247986,15242,Ophthalmology,31231
247987,15242,Ophthalmology,64612
247988,15242,Ophthalmology,67840
247989,15242,Ophthalmology,67900
247990,15242,Ophthalmology,67908
247991,15242,Ophthalmology,67950
247992,15242,Ophthalmology,68700
247993,15242,Ophthalmology,68810
116922,7177,Neurology,80152
116923,7177,Neurology,80154
116924,7177,Neurology,80299
247994,15242,Ophthalmology,68815
116926,7177,Neurology,82055
116927,7177,Neurology,82145
116928,7177,Neurology,82205
116929,7177,Neurology,82520
116930,7177,Neurology,83840
116931,7177,Neurology,83925
116932,7177,Neurology,83986
116933,7177,Neurology,83992
116934,7177,Neurology,99144
248002,15242,Ophthalmology,J0585
510144,31264,Unknown,99496
248009,15243,Unknown,83880
510147,31264,Unknown,G0103
510149,31264,Unknown,G0402
116940,7177,Neurology,G0431
116941,7177,Neurology,G0434
248013,15243,Unknown,92937
510150,31264,Unknown,G0405
510171,31266,Unknown,76376
248039,15244,Cardiology,0295T
544280,33363,Family Practice,G0402
544281,33363,Family Practice,G0403
116976,7180,Unknown,A9579
379121,23314,Neurology,95816
379122,23314,Neurology,95816
379123,23314,Neurology,95819
116981,7181,Ophthalmology,92132
379126,23314,Neurology,95909
379127,23314,Neurology,95910
379128,23314,Neurology,95911
510206,31268,Internal Medicine,82306
510208,31268,Internal Medicine,82607
510209,31268,Internal Medicine,82728
379139,23314,Neurology,J0585
116996,7182,Cardiology,93352
379141,23315,Radiation Oncology,77014
510211,31268,Internal Medicine,82962
379143,23315,Radiation Oncology,77280
379144,23315,Radiation Oncology,77290
510214,31268,Internal Medicine,83550
379146,23315,Radiation Oncology,77300
379147,23315,Radiation Oncology,77315
379148,23315,Radiation Oncology,77321
379149,23315,Radiation Oncology,77332
379150,23315,Radiation Oncology,77334
117007,7185,Urology,51703
117008,7185,Urology,51720
117009,7185,Urology,51741
379152,23315,Radiation Oncology,77427
117012,7185,Urology,52224
248084,15245,Diagnostic Radiology,73060
248086,15245,Diagnostic Radiology,73090
117016,7185,Urology,87086
117017,7185,Urology,87184
117018,7185,Urology,96402
248091,15245,Diagnostic Radiology,73520
379160,23316,Unknown,01480
379161,23316,Unknown,31500
379164,23317,Cardiology,80051
379167,23317,Cardiology,83880
510234,31268,Internal Medicine,G0103
379169,23317,Cardiology,84520
117026,7185,Urology,J9217
117027,7186,Sports Medicine,20551
510236,31268,Internal Medicine,G0402
117029,7186,Sports Medicine,25600
510237,31268,Internal Medicine,G0403
248106,15245,Diagnostic Radiology,74230
248107,15245,Diagnostic Radiology,74300
117036,7186,Sports Medicine,J7321
117037,7186,Sports Medicine,Q4010
117038,7186,Sports Medicine,Q4049
117039,7187,General Surgery,47562
248108,15245,Diagnostic Radiology,74328
510250,31271,Unknown,31500
544293,33365,Pulmonary Disease,94640
510261,31273,Family Practice,82962
248118,15245,Diagnostic Radiology,78014
248119,15245,Diagnostic Radiology,78070
248120,15245,Diagnostic Radiology,78227
117049,7188,Medical Oncology,96360
117050,7188,Medical Oncology,96361
248121,15245,Diagnostic Radiology,78264
117052,7188,Medical Oncology,96367
248123,15245,Diagnostic Radiology,78306
248124,15245,Diagnostic Radiology,78315
248125,15245,Diagnostic Radiology,78582
379195,23318,Unknown,99354
379197,23318,Unknown,J0151
379198,23319,Unknown,29580
379199,23319,Unknown,35476
379200,23319,Unknown,35476
379204,23319,Unknown,36470
379205,23319,Unknown,36478
117063,7188,Medical Oncology,J2405
379208,23319,Unknown,36821
117065,7188,Medical Oncology,J7040
248137,15246,Unknown,88172
248138,15246,Unknown,88173
379209,23319,Unknown,36832
379212,23319,Unknown,37238
510286,31276,Unknown,82962
248144,15246,Unknown,88311
248145,15246,Unknown,88312
117075,7190,Colorectal Surgery (formerly proctology),46600
379223,23319,Unknown,77001
379224,23319,Unknown,77001
510296,31276,Unknown,99496
510299,31276,Unknown,G0328
510300,31276,Unknown,G0436
117085,7190,Colorectal Surgery (formerly proctology),G0121
117086,7191,Podiatry,11055
117087,7191,Podiatry,11056
117088,7191,Podiatry,11057
117089,7191,Podiatry,11721
117090,7191,Podiatry,11750
117091,7191,Podiatry,11765
248159,15248,Orthopedic Surgery,23472
117093,7191,Podiatry,20550
117094,7191,Podiatry,29405
248160,15248,Orthopedic Surgery,29824
248162,15248,Orthopedic Surgery,29827
510313,31278,Cardiology,71023
525666,32222,Family Practice,J7613
248177,15250,Unknown,15734
248178,15250,Unknown,47562
248179,15250,Unknown,49020
466154,28647,Hematology/Oncology,82784
544310,33366,Internal Medicine,82962
510341,31280,Unknown,62270
577768,35408,Pathology,86077
510343,31280,Unknown,70480
510349,31280,Unknown,70543
248207,15251,Cardiology,A9505
248209,15252,Unknown,11403
248210,15252,Unknown,12032
248211,15252,Unknown,12032
248212,15252,Unknown,47562
248213,15252,Unknown,49561
117142,7193,Unknown,A9505
466159,28647,Hematology/Oncology,83735
117146,7194,Unknown,88161
117147,7194,Unknown,88173
577769,35408,Pathology,86334
117154,7194,Unknown,88311
117155,7194,Unknown,88312
117156,7194,Unknown,88321
466162,28647,Hematology/Oncology,84132
117158,7194,Unknown,88360
466163,28647,Hematology/Oncology,84153
117160,7194,Unknown,G0462
510372,31281,Unknown,43242
510373,31281,Unknown,43248
510374,31281,Unknown,43255
466164,28647,Hematology/Oncology,84403
510375,31281,Unknown,43259
510376,31281,Unknown,43262
510377,31281,Unknown,43264
248240,15253,Unknown,J1245
510378,31281,Unknown,43274
510382,31281,Unknown,74328
379315,23325,Unknown,36410
379317,23325,Unknown,99328
379319,23325,Unknown,99345
248248,15254,Unknown,94640
379321,23325,Unknown,99354
577770,35408,Pathology,86335
379324,23326,Urology,51700
379326,23326,Urology,51741
379327,23326,Urology,51784
379328,23326,Urology,51797
466168,28647,Hematology/Oncology,85007
379330,23326,Urology,74430
379343,23328,General Surgery,43246
466171,28647,Hematology/Oncology,85045
379345,23328,General Surgery,49440
379356,23330,Unknown,20605
510428,31284,Unknown,92540
117214,7198,Pulmonary Disease,G0328
510429,31284,Unknown,92543
248288,15259,Cardiac Electrophysiology,33225
510430,31284,Unknown,92546
510432,31284,Unknown,95811
510433,31284,Unknown,95816
414072,25452,Diagnostic Radiology,35475
510434,31284,Unknown,95819
510435,31284,Unknown,95819
379367,23330,Unknown,J7325
117224,7201,Family Practice,36410
414073,25452,Diagnostic Radiology,35476
510437,31284,Unknown,95909
510438,31284,Unknown,95910
510439,31284,Unknown,95911
510440,31284,Unknown,95912
466177,28647,Hematology/Oncology,86304
510441,31284,Unknown,95913
510442,31284,Unknown,95992
117234,7201,Family Practice,J0696
117235,7201,Family Practice,J2930
414075,25452,Diagnostic Radiology,36148
466178,28647,Hematology/Oncology,96360
510453,31286,General Surgery,19081
510454,31286,General Surgery,19083
248312,15259,Cardiac Electrophysiology,93613
248313,15259,Cardiac Electrophysiology,93620
248314,15259,Cardiac Electrophysiology,93621
248315,15259,Cardiac Electrophysiology,93623
379385,23332,Cardiology,80076
248317,15259,Cardiac Electrophysiology,93653
248318,15259,Cardiac Electrophysiology,93656
248319,15259,Cardiac Electrophysiology,93660
117248,7203,Cardiology,84450
117249,7203,Cardiology,84460
379386,23332,Cardiology,83880
510458,31286,General Surgery,38525
510459,31286,General Surgery,38900
414079,25452,Diagnostic Radiology,36870
466182,28647,Hematology/Oncology,96367
248329,15259,Cardiac Electrophysiology,A9505
335925,20674,Urology,P9612
379405,23332,Cardiology,93352
414080,25452,Diagnostic Radiology,37238
248335,15260,Unknown,G0328
117265,7204,Physical Medicine and Rehabilitation,20553
414081,25452,Diagnostic Radiology,43761
379424,23333,General Practice,82465
510499,31288,Family Practice,20550
379428,23334,Unknown,90935
379429,23334,Unknown,90960
379430,23334,Unknown,90961
468362,28770,Ophthalmology,92020
117289,7205,Unknown,93352
510509,31288,Family Practice,99496
541304,33204,Diagnostic Radiology,72052
510512,31288,Family Practice,J0897
510517,31289,Family Practice,80076
510520,31289,Family Practice,82306
248377,15264,Internal Medicine,90703
510521,31289,Family Practice,82550
117323,7209,Cardiology,93229
248397,15264,Internal Medicine,J0696
248399,15264,Internal Medicine,J1080
248402,15265,Diagnostic Radiology,62270
248403,15265,Diagnostic Radiology,62284
379484,23337,Cardiology,93979
248421,15267,Radiation Oncology,77427
248422,15268,General Practice,64450
379495,23337,Cardiology,J7060
248427,15268,General Practice,95913
117356,7211,Cardiology,82948
248428,15268,General Practice,95923
379500,23339,Radiation Oncology,31575
379501,23339,Radiation Oncology,77014
248432,15269,Diagnostic Radiology,19083
248433,15269,Diagnostic Radiology,76098
379503,23339,Radiation Oncology,77280
379504,23339,Radiation Oncology,77290
379506,23339,Radiation Oncology,77300
379507,23339,Radiation Oncology,77301
379508,23339,Radiation Oncology,77315
379509,23339,Radiation Oncology,77331
117368,7211,Cardiology,J0151
379510,23339,Radiation Oncology,77334
379511,23339,Radiation Oncology,77338
379513,23339,Radiation Oncology,77427
510594,31293,Cardiology,93613
510597,31293,Cardiology,93656
117382,7213,Emergency Medicine,31500
510598,31293,Cardiology,93657
379528,23341,Unknown,94640
379536,23341,Unknown,99496
510617,31294,Unknown,82553
510618,31294,Unknown,82607
510620,31294,Unknown,83735
510621,31294,Unknown,83874
117406,7215,Thoracic Surgery,33508
117407,7215,Thoracic Surgery,33518
510622,31294,Unknown,83970
117410,7216,Otolaryngology,92504
379555,23342,Unknown,A9555
510626,31294,Unknown,84484
379557,23342,Unknown,J0151
510627,31294,Unknown,85007
248487,15271,Radiation Oncology,77014
379559,23343,Psychiatry,90792
248489,15271,Radiation Oncology,77290
379560,23343,Psychiatry,90833
248491,15271,Radiation Oncology,77300
248492,15271,Radiation Oncology,77301
248493,15271,Radiation Oncology,77315
248494,15271,Radiation Oncology,77331
248495,15271,Radiation Oncology,77334
248496,15271,Radiation Oncology,77338
248497,15271,Radiation Oncology,77427
379561,23343,Psychiatry,90834
379568,23344,Cardiology,78472
510635,31294,Unknown,96360
510637,31294,Unknown,97110
510638,31294,Unknown,97140
510639,31294,Unknown,97530
510647,31294,Unknown,A9505
379577,23344,Cardiology,93229
510650,31294,Unknown,G0283
510655,31295,Neurology,95811
510656,31295,Neurology,95816
510657,31295,Neurology,95816
379586,23344,Cardiology,93701
510658,31295,Neurology,95819
510660,31295,Neurology,95908
510661,31295,Neurology,95909
248523,15273,Unknown,76376
248525,15273,Unknown,78815
248530,15274,Unknown,82378
248531,15274,Unknown,82607
248532,15274,Unknown,82728
248534,15274,Unknown,83550
248535,15274,Unknown,84153
248536,15274,Unknown,84550
248537,15274,Unknown,85007
379606,23344,Cardiology,A9560
379607,23344,Cardiology,G0166
379608,23344,Cardiology,G0437
248541,15274,Unknown,86300
248542,15274,Unknown,96361
248544,15274,Unknown,96367
248550,15274,Unknown,96523
379633,23345,Unknown,J7324
248563,15274,Unknown,J0881
248565,15274,Unknown,J1200
248566,15274,Unknown,J1453
248567,15274,Unknown,J1626
248568,15274,Unknown,J2060
248569,15274,Unknown,J2469
248570,15274,Unknown,J2505
510712,31296,Cardiology,J1245
248572,15274,Unknown,J9045
248573,15274,Unknown,J9265
248574,15274,Unknown,J9310
379644,23346,Family Practice,Q2036
510714,31297,Unknown,95004
510715,31297,Unknown,95012
510716,31297,Unknown,95115
510717,31297,Unknown,95117
248580,15275,Internal Medicine,82948
510718,31297,Unknown,95165
510729,31298,Family Practice,82270
248594,15276,Unknown,11042
248595,15276,Unknown,11043
248596,15276,Unknown,11044
248598,15276,Unknown,20550
518339,31769,Orthopedic Surgery,27130
510744,31298,Family Practice,J2930
510747,31299,Unknown,33225
518340,31769,Orthopedic Surgery,27137
117533,7223,Orthopedic Surgery,23430
117534,7223,Orthopedic Surgery,23472
117535,7223,Orthopedic Surgery,29823
117537,7223,Orthopedic Surgery,29827
117542,7223,Orthopedic Surgery,73565
248615,15277,Internal Medicine,82306
379688,23348,General Surgery,36561
248617,15277,Internal Medicine,82607
248618,15277,Internal Medicine,82728
248619,15277,Internal Medicine,82746
379689,23348,General Surgery,47562
379690,23348,General Surgery,49505
379691,23348,General Surgery,49568
248623,15277,Internal Medicine,83550
